transporter_density,Vmax,KD,affinity,ontology,response,genome_size,cell_size,mingt,sav,yield
3.683585622225036e-5,0.003840823680056172,0.0016931461347455198,2.268453739011399,Nucleotides,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.14266666666666666
0.001989578266276186,0.12447034116431634,0.009703405838504814,12.827489979899244,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.16666666666666666
1.435482154600423e-5,0.0017961088191099043,0.0014250070006522272,1.2604210493617387,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.08333333333333333
0.0038657608800703102,0.16123101187087613,0.01789257121211942,9.011058833269717,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.35666666666666663
0.0016579818885634884,0.12101283168752977,0.00895894544160169,13.507486174164598,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.14285714285714285
0.002058442525304557,0.12877856967715198,0.011181832722296418,11.51676767801841,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.19454545454545452
0.002610233877038728,0.13608273450909222,0.012939997407300752,10.516442177361974,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.23777777777777773
0.002531270058875555,0.1319660105643727,0.012037176394992827,10.963203182705486,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.21399999999999997
0.002610233877038728,0.13608273450909222,0.01230376472466219,11.06025168348044,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.23777777777777773
0.0012456170772125854,0.11689088978459919,0.007358583793272681,15.88497094936426,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.11263157894736842
8.181504508085313e-5,0.0025592224106488273,0.001278886406160531,2.001133484819905,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.3566666666666666
0.001989578266276186,0.12447034116431634,0.009703347588942212,12.82756698380679,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.16666666666666666
9.288413941532149e-6,0.0017432820891360831,0.0015632690595865947,1.1151516614786023,Fatty acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.05555555555555555
0.001989578266276186,0.12447034116431634,0.010117872318403057,12.30202726890726,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.16666666666666666
6.136128381063985e-5,0.0025592224106488278,0.0014022171433976706,1.8251256039044368,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.35666666666666663
0.0001131921412229724,0.0035407163100732867,0.0014758530910630079,2.3990980752176534,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.5349999999999999
0.002486972832845233,0.12965660537949622,0.012451904961488422,10.412591951231684,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.2
0.0004329231894826673,0.03611224080750072,0.0036610387722434065,9.863932903767614,Sugars,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.13374999999999998
3.267369087785011e-5,0.0020441042805897144,0.0012360511707897271,1.6537375869995035,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.19454545454545452
0.002486972832845233,0.12965660537949622,0.011882096587921097,10.911929929209661,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.2
1.9737879625755814e-5,0.0018522372197070883,0.001476456640028308,1.2545151476114973,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.1111111111111111
0.0007633989066450086,0.0397992730273505,0.004653259076752165,8.552988855958821,Sugars,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.21399999999999997
0.0007633989066450086,0.0397992730273505,0.004653259076752165,8.552988855958821,Sugars,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.21399999999999997
0.0007633989066450086,0.0397992730273505,0.004653260273154505,8.552986656895094,Sugars,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.21399999999999997
0.0012434864164226163,0.11669094484154659,0.007090585223825024,16.45716695562084,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.1111111111111111
0.002486972832845233,0.12965660537949622,0.011265918706443431,11.508746757185493,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.2
2.6627830861053374e-5,0.0019435129155629931,0.001265593024916365,1.53565394032685,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.15285714285714283
0.005797139470501707,0.18133790962167295,0.02397666535802376,7.563099660186418,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.42799999999999994
2.6627830861053374e-5,0.0019435129155629931,0.0013840503877331448,1.4042212139011494,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.15285714285714283
1.5790303700604652e-5,0.0018110763926024868,0.0014323190180261477,1.2644364626941125,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.09090909090909091
2.6317172834341086e-5,0.0019208385982147588,0.0012819169744315941,1.4984110800673847,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.14285714285714285
5.685808945690975e-5,0.0023714056768083434,0.0013164608447107501,1.8013491903964554,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.30571428571428566
0.0006085512582383131,0.03807167780871906,0.004237969326663814,8.983471770120053,Sugars,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.1783333333333333
1.991211059344849e-5,0.0018685873590992069,0.0014208809626407805,1.315090713599499,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.11888888888888886
0.0001579030370060465,0.003292866168368157,0.0017740931519414711,1.856084143476132,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.5
1.435482154600423e-5,0.0017961088191099043,0.0015589175591468759,1.1521512530097051,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.08333333333333333
5.685808945690975e-5,0.0023714056768083434,0.0013906231400394088,1.705282767508917,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.30571428571428566
0.003395184754737519,0.14160448369091735,0.015187490660755521,9.323757746026034,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.26749999999999996
3.558905934893102e-5,0.003710821897923785,0.0016210001551898753,2.289217484676378,Nucleotides,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.11263157894736842
1.9737879625755814e-5,0.0018522372197070883,0.0012691999832480094,1.4593738135475138,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.1111111111111111
1.7581992455604335e-5,0.0018332499876917102,0.0013980849105192776,1.3112579743177426,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.10190476190476189
2.6627830861053374e-5,0.0019435129155629931,0.0012621026598382812,1.5399008158433198,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.15285714285714283
0.0009971302214841864,0.11436632497520278,0.0064355941133562265,17.770903969510844,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.09304347826086956
0.00013802713025004064,0.0057567590356086655,0.0016195523621160479,3.554537148824935,Nucleotides,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.42799999999999994
4.0928729135833726e-5,0.0038408236800561713,0.0016553451927137659,2.3202554349159894,Nucleotides,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.14266666666666666
0.002486972832845233,0.12965660537949622,0.011341655907156275,11.431893758801698,Amino acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.2
2.2785431025403543e-5,0.0019006442530263537,0.0013471996173105292,1.4108111586467706,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.13374999999999998
2.2580346812775832e-5,0.0018835371757152987,0.0012952583973825083,1.4541787025056927,Organic acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.12588235294117645
0.0001358305694675669,0.007081432620146575,0.0018121095288902184,3.9078391825925793,Nucleotides,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.5349999999999999
9.288413941532149e-6,0.0017432820891360831,0.0015632690595865947,1.1151516614786023,Fatty acids,positive,6679185,1.1395682394337316e-16,7.0,997479.5766104822,0.05555555555555555
0.022675118945003382,1.0484461592396697,0.07822204133797615,13.403462007717481,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.25
0.0016450502052851384,0.13311094437581608,0.0077382769491029235,17.201625794906093,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1646153846153846
0.0016450502052851384,0.13311094437581608,0.008075631259827512,16.483038922044493,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1646153846153846
0.017006339208752535,0.98291827428719,0.06189624962746948,15.880094193154024,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.0006871248165152541,0.11914160900450789,0.004839573082898961,24.618206392110245,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.06666666666666667
0.003123294620523882,0.18051758940076956,0.012941334387909278,13.948916239226616,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.42799999999999994
0.001041907769988138,0.12043864051777627,0.0066045618221307065,18.235674638430652,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14266666666666666
0.0352462988782436,1.2222817918597182,0.11437909499593622,10.68623415758924,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.3566666666666666
0.0026265521996487523,0.15180728337320684,0.011402677813877056,13.313301125500312,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.26749999999999996
0.014079508101909482,0.976506863926526,0.05994133800359815,16.291042149708243,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.19457039155855396
0.0264347241586827,1.2222817918597182,0.10015779490067875,12.203561321131232,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.35666666666666663
0.011337559472501691,0.917390389334711,0.04685333077497546,19.580046373665557,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14285714285714285
0.001068860825690395,0.12355426118986002,0.006507790194637891,18.985593802895313,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1
0.001213082904314446,0.1262029654020008,0.006394859554997389,19.735064439902672,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.11888888888888886
0.017006339208752535,0.98291827428719,0.05915411294942191,16.61622878408484,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.002103443315863022,0.14588768449531575,0.010021481152956034,14.557497266986656,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.23777777777777773
0.0011576752999868198,0.12043864051777624,0.006917604052113195,17.41045593394212,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14266666666666666
0.007970647871576947,0.5528170657809166,0.03369743150441237,16.40531758951807,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.16666666666666666
0.001041907769988138,0.12043864051777627,0.006604559723431628,18.235680433093002,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14266666666666666
0.003646225009870515,0.5057795661307563,0.021355351425320968,23.683972979768207,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.08916666666666664
0.003646225009870515,0.5057795661307563,0.021355351425320968,23.683972979768207,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.08916666666666664
0.0037382438204197756,0.17284793016198036,0.014395267872478166,12.007274313557065,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.35666666666666663
0.022675118945003382,1.0484461592396697,0.07822204133797615,13.403462007717481,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.25
0.11864887820059905,2.743027742196809,0.35824772401288657,7.656790422758245,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.7133333333333333
0.017006339208752535,0.98291827428719,0.06189624962746948,15.880094193154024,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.003841988221375614,0.22205604545643048,0.01634828643882919,13.582833056375872,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.5349999999999999
0.001054441118092548,0.12188742461394284,0.006817492845351021,17.87862890051439,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.15285714285714283
0.00808382137076769,0.560666395315331,0.035406947446193604,15.834926073967583,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1783333333333333
0.00808382137076769,0.560666395315331,0.035406947446193604,15.834926073967583,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1783333333333333
0.014424375919213347,1.0004257244653334,0.05869592018495495,17.04421229470331,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.21399999999999997
0.023216845336180937,1.0734943609962486,0.0846503529081351,12.681510757093172,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.26749999999999996
0.003123294620523882,0.18051758940076956,0.01297765627519126,13.909875987843511,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.42799999999999994
0.0001530182518220608,0.017688043754645923,0.0018980370240250096,9.319124722412608,Auxins,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.10190476190476189
0.001041907769988138,0.12043864051777627,0.006613943658893941,18.209807450630354,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14266666666666666
0.01360507136700203,0.9436015433157026,0.05195195316589567,18.162965698374133,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.16666666666666666
0.000874522493746687,0.12130782007731712,0.005270504604386312,23.01635785999697,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.08333333333333333
0.0264347241586827,1.2222817918597182,0.1004452851507993,12.16863280366716,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.35666666666666663
0.011337559472501691,0.917390389334711,0.04708148491055575,19.48516260856145,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14285714285714285
0.01407597677172896,0.9762619428586086,0.0600571509189401,16.255548721854648,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.19454545454545452
0.017849218994609076,1.031634340359733,0.07087907002146543,14.554851524537595,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.23777777777777773
0.017309251103056016,1.0004257244653334,0.06578137463029475,15.208343244390038,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.21399999999999997
0.017849218994609076,1.031634340359733,0.06739409398605754,15.307488821990203,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.23777777777777773
0.008517739421808309,0.8861422164392224,0.03732144546250894,23.743512756744426,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.11263157894736842
0.0049843250938930335,0.17284793016198036,0.017079683510715368,10.120089757725305,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.3566666666666666
0.01360507136700203,0.9436015433157026,0.051951641298227914,18.163074731344224,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.16666666666666666
0.0004850292822460616,0.10091995115675961,0.003939165644750842,25.61962614881176,Fatty acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.05555555555555555
0.01360507136700203,0.9436015433157026,0.05417100320985684,17.418941636731713,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.16666666666666666
0.0037382438204197756,0.17284793016198036,0.015219713097477,11.356845497346049,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.35666666666666663
0.006895876294776741,0.2391372797223097,0.024588691601597216,9.725498354974528,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.5349999999999999
0.017006339208752535,0.98291827428719,0.0679553518589385,14.464177543036325,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.005750828190170957,0.5318105490917908,0.02766312098051102,19.22453180414666,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.13374999999999998
0.0019905421697394487,0.1380572444446517,0.008354965418687701,16.523975567374173,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.19454545454545452
0.017006339208752535,0.98291827428719,0.06484566473574764,15.157810137233955,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.0012024684289016943,0.12509868945473324,0.0068499266668776634,18.262777915512455,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1111111111111111
0.010140773373507566,0.5861080001918115,0.041096162658698775,14.261866857482635,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.21399999999999997
0.010140773373507566,0.5861080001918115,0.041096162658698775,14.261866857482635,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.21399999999999997
0.010140773373507566,0.5861080001918115,0.04109617322495876,14.261863190606105,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.21399999999999997
0.008503169604376267,0.884626446858471,0.03595363248973583,24.60464730819667,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1111111111111111
0.017006339208752535,0.98291827428719,0.061482919447133993,15.986851033193878,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.001622217104757766,0.1312633803534769,0.007330704360511131,17.905971090658554,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.15285714285714283
0.03964181633741849,1.3747108731289372,0.13698249918203365,10.035667923550642,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.42799999999999994
0.001622217104757766,0.1312633803534769,0.008016845868120185,16.373444433484654,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.15285714285714283
0.0009619747431213556,0.12231871857796142,0.0056620324547949985,21.60332346282712,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.09090909090909091
0.0016032912385355927,0.12973197424935304,0.007360147119415178,17.626274603551845,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14285714285714285
0.0034639008239966494,0.16016293117204072,0.013507108832810828,11.857676809635274,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.30571428571428566
0.00808382137076769,0.560666395315331,0.035406947446193604,15.834926073967583,Sugars,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1783333333333333
0.001213082904314446,0.1262029654020008,0.006634500255303706,19.022226323845945,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.11888888888888886
0.009619747431213554,0.222397670141748,0.03639665629520494,6.110387403115589,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.5
0.000874522493746687,0.12130782007731712,0.005765783725681123,21.039259508990135,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.08333333333333333
0.0034639008239966494,0.16016293117204072,0.014268026408384711,11.225303807814639,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.30571428571428566
0.023216845336180937,1.0734943609962486,0.08465029804703283,12.681518975867053,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.26749999999999996
0.0010066419316682547,0.11636210922939286,0.006191785728563224,18.792980624733953,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.11263157894736842
0.0012024684289016943,0.12509868945473324,0.005888372590938083,21.24503630209372,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.1111111111111111
0.0010711277627544254,0.12381630628252142,0.00596561672090217,20.754988473982433,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.10190476190476189
0.001622217104757766,0.1312633803534769,0.007310487091615094,17.95549033990252,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.15285714285714283
0.006818544440012348,0.8670036551718265,0.03155528948632093,27.47569961440755,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.09304347826086956
0.003904118275654852,0.1805175894007695,0.014785613603137363,12.209002226493018,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.42799999999999994
0.0011576752999868198,0.12043864051777624,0.006928401554974105,17.38332277108127,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.14266666666666666
0.017006339208752535,0.98291827428719,0.06189624962746948,15.880094193154024,Amino acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.2
0.0013881309424550584,0.12836806357388056,0.006946529740013092,18.47945209742075,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.13374999999999998
0.0013756368298337015,0.12721266461674685,0.00663410829457608,19.175548388432773,Organic acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.12588235294117645
0.003841988221375614,0.22205604545643048,0.016389334226562177,13.548814270719092,Nucleotides,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.5349999999999999
0.0004850292822460616,0.10091995115675961,0.003939165644750842,25.61962614881176,Fatty acids,negative,5377210,7.414624715122441e-17,1.31,1.1511212371342338e6,0.05555555555555555
0.007175459518959474,0.3478841849423316,0.027902091572196627,12.468032514414974,Amino acids,undefined,5177578,9.874221978516794e-17,2.78,1.0462845903462993e6,0.25
0.0001022548602850929,0.008675748933874905,0.0016453807757783,5.272790992571973,Organic acids,undefined,5177578,9.874221978516794e-17,2.78,1.0462845903462993e6,0.1646153846153846
